task_id,task_number,section_id,task_index_in_section,page_start,page_end,raw_text
"task_0426","3.99","3","99","102","102","3.99. В электрической схеме (рис. 3.86) ключ К в начальный мо-
мент замкнут. После размыкания ключа на резисторе К, выделяется
тепло Q)."
"task_0427","3.101","3","101","103","103","3.101. На двух длинных гладких параллельных и горизонтально !
расположенных проводящих штангах лежит проводящая перемычка
П массой М. Расстояние между штангами равно J. Через резистор ‘'
сопротивлением К и разомкнутый ключ К к штангам подключена
батарея с некоторой постоянной $ (рис. 3.88). Штанги расположены
B области однородного магнитного поля с вертикально направленной ”
индукцией В. Пренебрегая внутренним сопротивлением батареи, со-
противлением штанг и перемычки, определить ускорение перемычки |
сразу после замыкания ключа, если известно, что после замыкания ‚
ключа максимально установившаяся скорость, которую приобретает
перемычка, равна vp. (Билет 9, 1997) ."
"task_0428","3.102","3","102","103","103","3.102. Проволочный контур в виде квадрата со стороной, равной а,
и общим сопротивлением контура А расположен на гладкой горизон-
тальной поверхности (рис. 3.89). Часть контура находится в однород-
ном магнитном поле с индукцией Ву, перпендикулярной плоскости
контура. Контур неподвижен и входит в область однородного магнит-
ного поля на глубину 5. После выключения магнитного поля контур
приобретает некоторый импульс. Определить величину и направление |
этого импульса, полагая, что за время спадания индукции магнитного i
поля смещение контура пренебрежимо мало. Самоиндукцией контура |
пренебречь. (Билет 10, 1997) |"
"task_0429","3.103","3","103","103","103","3.103. На двух длинных гладких параллельных и горизонтально |
расположенных проводящих штангах лежит проводящая перемычка IT
массой М (рис. 3.90). Через резистор сопротивлением К и разомкну-
тый ключ К к штангам подключен конденсатор емкостью С, заряжен- |"
"task_0430","3.104","3","104","104","104","3.104. Проволочный контур в виде квадрата со стороной а, массой
M и общим сопротивлением контура К расположен на гладкой гори-
зонтальной поверхности вблизи от границы области однородного маг-
нитного поля (x20) с индукцией Ву, перпендикулярной плоскости
контура (рис. 3.91). Контуру сообщают скорость vp, направленную
перпендикулярно границе магнитного поля (ось У). Определить мак-
симальную величину ускорения контура при его дальнеишем движе-
нии, включая область однородного магнитного поля. Самоиндукцией
контура пренебречь. (Билет 12, 1997)

faa К Rp к Е К В.

Ry L К, с
$ # $ Fa
Рис. 3.92. Рис. 3.93."
"task_0431","3.105","3","105","104","104","3.105. В электрической схеме, параметры которой указаны на
рис. 3.92, в начальный момент ключи К; и К, разомкнуты. Сначала
замыкают ключ К, и когда напряжение на конденсаторе достигает
значения И’ = 8/2, замыкают ключ К„. Определить:

1) напряжение на катушке индуктивности сразу после замыкания
ключа К,;

2) напряжение на конденсаторе в установившемся режиме. Внут-
реннее сопротивление батареи не учитывать. (Билет 1, 1998)"
"task_0432","3.106","3","106","104","104","3.106. В электрической схеме, параметры которой указаны на
рис. 3.93, в начальный момент ключи К, и К, разомкнуты. Вначале
замыкают ключ K,. Когда ток через катушку индуктивности дости-
гает значения J), замыкают ключ K,. Определить:"
"task_0433","3.107","3","107","105","105","3.107. В электрической схеме, параметры которой указаны на
рис. 3.94, в начальный момент ключи К, и К, разомкнуты. Сначала
замыкают ключ K,. Когда напряжение на конденсаторе достигает
величины Uy = 8/2, замыкают ключ К». Определить:

1) напряжение на катушке индуктивности сразу после замыкания
ключа K,;

2) напряжение на конденсаторе в установившемся режиме. Внут-
реннее сопротивление батарей не учитывать. (Билет 3, 1998)

К № к Г К В ха
с Ry г. Ry
€ г # $
Рис. 3.94. Рис. 3.95."
"task_0434","3.108","3","108","105","105","3.108. В электрической схеме, параметры которой указаны на
рис. 3.95, в начальный момент ключи К, и К, разомкнуты. Сначала
замыкают ключ K,. Когда ток через катушку индуктивности дости-
гает значения То, замыкают ключ К.. Определить:

1) напряжение на катушке индуктивности сразу после замыкания
ключа К»;

2) напряжение на конденсаторе в установившемся режиме. Внут-
реннее сопротивление батарей не учитывать. (Билет 4, 1998)"
"task_0435","3.109","3","109","105","105","3.109. Три тонкие незаряженные металлические пластины пло-
щадью 5 каждая расположены на расстояниях 4 друг от друга, при-
чем 4 много меньше размеров пластин. К пластинам 2 и 3 подсоеди-
нили батарею с ЭДС & (рис. 3.96). Пластине / сообщили заряд gy и
замкнули ключ К.

1) Определить заряд пластины 3 до сообщения пластине / заряда gy.

2) Определить заряд пластины 3 после замыкания ключа К.

(Билет 5, 1998)"
"task_0436","3.110","3","110","105","105","3.110. В схеме, изображенной на рис. 3.97, катушки Г, и Г» зако-
рочены через идеальный диод О. В начальный момент ключ К разо-
мкнут, а конденсатор емкости С заряжен до напряжения Uy. Через не-
которое время после замыкания ключа К напряжение на конденсаторе
станет равным нулю."
"task_0437","3.111","3","111","106","106","3.111. Три тонкие незаряженные металлические пластины пло-
щадью 5 каждая расположены на расстояниях 4 друг от друга, при-
чем 4 много меньше размеров пластин. К пластинам 2 и 3 подсоеди-
нили батарею с ЭДС ® (рис. 3.98). Пластины / и 2 через ключ К
можно подсоединить к батарее с ЭДС ®. Пластине / сообщили заряд
do и замкнули ключ К.
1) Определить заряд пластины 3 до сообщения пластине / заряда go.
2) Определить заряд пластины 3 по-
сле замыкания ключа К. (Билет 6, 1998) К"
"task_0438","3.112","3","112","106","106","3.112. В схеме, изображенной на
рис. 3.99, сверхпроводящие катушки с ин- 72 Ky
дуктивностями L, и L, соединены последо- и с
вательно с конденсатором емкости С. В на- °
чальный момент ключи К, и K, разомкну-
ты, а конденсатор заряжен до напряжения и
Ио. Сначала замыкают ключ K,, а после
того, как напряжение на конденсаторе Рис. 3.99
станет равным нулю, замыкают ключ К..
Через некоторое время после замыкания ключа K, конденсатор пере-
зарядится до некоторого максимального напряжения И.
1) Найти ток через катушки индуктивности непосредственно пе-
ред замыканием ключа К..
2) Найти напряжение U,,. (Билет 6, 1998)"
"task_0439","3.113","3","113","106","106","3.113. Три тонкие незаряженные металлические пластины пло-
щадью 5 каждая расположены на расстояниях 4 друг от друга, при-
чем 4 много меньше размеров пластин. К пластинам 2 и 3 подсоеди-"
"task_0440","3.114","3","114","107","107","3.114. В схеме, изображенной на рис. 3.101, катушки с индуктив-
ностями L, и L, и пренебрежимо малыми сопротивлениями закоро-
чены через идеальный диод О. В начальный момент ключ К разо-
мкнут, а конденсатор емкости С заряжен до неизвестного напряже-
ния U,. Через некоторое время т после замыкания ключа напряже-
ние на конденсаторе станет равным нулю, а затем конденсатор пе-
резарядится до некоторого максимального напряжения и в этот мо-
мент через диод D будет течь ток, равный Io.

1) Определить т.

2) Определить начальное напряжение U,,. Билет 7, 1998)"
"task_0441","3.115","3","115","107","107","3.115. Три тонкие незаряженные металлические пластины пло-
щадью 5 каждая расположены на расстояниях 4 друг от друга, при-
чем 4 много меньше размеров пластин. К пластинам / и 3 подсоеди-
нили батарею с ЭДС & (рис. 3.102). Пластине 2 сообщили заряд 40
и замкнули ключ К.

1) Определить заряд пластины 3 до сообщения пластине 2 заряда QM:

2) Определить заряд пластины 3 после замыкания ключа К.

(Билет 8, 1998)"
"task_0442","3.116","3","116","107","107","3.116. В схеме, изображенной на рис. 3.103, сверхпроводящие ка-
тушки с индуктивностями L, и L, соединены последовательно с кон-
денсатором емкостью С через ключ K,. В начальный момент ключи
К; и К, разомкнуты, а конденсатор заряжен до некоторого неизвест-
ного напряжения U,. Сначала замыкают ключ K,. Через время т
напряжение на конденсаторе равно нулю и в этот момент замыкают
ключ Ко. Через некоторое время после замыкания ключа K, конден-
сатор перезарядится до максимального напряжения U,,."
"task_0443","3.117","3","117","108","108","3.117. В схеме, изображенной на рис. 3.104, при разомкнутых
ключах К, и К» конденсаторы с емкостями С; и С, не заряжены.
ЭДС батареи ®, внутреннее сопротивление — г. Сначала замыкают
ключ K,, а после установления стационарного состояния в схеме за-
мыкают ключ К..

1) Чему равен ток через источник сразу после замыкания ключа К?

2) Какое количество теплоты выделится во всей схеме после за-
мыкания ключа K,? (Билет 1, 1999)

К, wr
Ly Г. с L
ust Ke с % l,
Ia к Ls iz
К Е K
Puc. 3.103. Puc. 3.104. Puc. 3.105."
"task_0444","3.118","3","118","108","108","3.118. В схеме, изображенной на рис. 3.105, при разомкнутом
ключе К конденсатор емкостью С = 20 мкФ заряжен до напряже-
ния И, = 12 В. ЭДС аккумулятора $ = 5 В. Индуктивность катуш-
ки [=2Гн.

1) Чему равен ток, установившийся в цепи после замыкания ключа?

2) Чему равен максимальный ток в цепи после замыкания ключа?
Внутренним сопротивлением аккумулятора и омическим сопротивле-
нием катушки пренебречь, D — идеальный диод. (Билет 2, 1999)"
"task_0445","3.119","3","119","108","108","3.119. В схеме, изображенной на рис. 3.106,
при разомкнутых ключах К, и К, конденсато- hr ©
ры с емкостями С; и С, не заряжены. ЭДС ба- -—
тареи &, внутреннее сопротивление — г. Сна- С К

чала замыкают ключ K, а после установления
стационарного состояния в схеме замыкают
ключ К..

1) Чему равен ток через батарею сразу по- K, R
сле замыкания ключа K,? Рис. 3.106.

2) Какое количество теплоты выделится во всей схеме после за-
мыкания ключа К»? (Билет 3, 1999)"
"task_0446","3.120","3","120","108","108","3.120. В схеме, изображенной на рис. 3.107, при разомкнутом клю-
че К конденсатор емкостью С == 10 мкФ заряжен до напряжения"
"task_0447","3.121","3","121","109","109","3.121. В электрической схеме, состоящей из батареи с ЭДС
€ = 15 В, резисторов К, = 10 Оми К, = 30 Ом (рис. 3.108) замыкают

ключ К.

1) Найти ток через резистор К, сразу после замыкания ключа.
2) Найти ток через батарею в тот момент, когда напряжение
на конденсаторе равно 6/3. Внут-
в К ренним сопротивлением пренеб-
речь. (Билет 5, 1999)

& К! К с 3.122. На непроводящей гори-
зонтальной поверхности стола ле-
жит проводящая жесткая тонкая
рамка из однородного куска прово-

Рис. 3.110. локи в виде равностороннего тре-
угольника со стороной, равной а. Рамка находится в однородном гори-
зонтальном магнитном поле, линии индукции которого перпендику-

Bud сбоку лярны одной из сторон рамки (рис. 3.109).

fs Масса рамки М, величина индукции В. Ka-
/ \ a кой силы TOK нужно пропустить по рамке
/ \ (против часовой стрелки), чтобы она начала
: ` приподниматься относительно одной из вер-
и \ 2 шин треугольника? (Билет 5, 1999)"
"task_0448","3.123","3","123","109","109","3.123. В электрической схеме, состоящей
й из батареи с ЭДС #=308В, резисторов
Bud сверху В, = 10 Ом, Е, =20 Ом, К, = 30 Ом и кон-
денсатора (рис. 3.110), замыкают ключ К.
1) Найти ток через резистор К, сразу по-
сле замыкания ключа К.
2) Найти ток через батарею в тот момент
времени, когда ток через резистор К, равен
J = 0,3 A. Внутренним сопротивлением бата-
Рис. 3.111. реи пренебречь. (Билет 6, 1999)"
"task_0449","3.124","3","124","110","110","3.124. Ha непроводящей горизонтальной поверхности стола лежит
проводящая жесткая тонкая квадратная рамка из однородного куска
проволоки со стороной, равной а. Рамка находится в магнитном поле
длинного горизонтального провода с током, расположенного симмет-
рично над рамкой (рис. 3.111). Масса рамки М, индукция магнитного
поля у боковых сторон рамки / и 2 равна В. Коэффициент трения
скольжения рамки о поверхность стола равен и (м < 1/3). Какой силы
ток нужно пропустить по рамке, чтобы она начала скользить по столу,
не отрываясь от него? (Билет 6, 1999)"
"task_0450","3.125","3","125","110","110","3.125. В электрической схеме, состоящей из батареи с ЭДС
®=10В, резисторов Е, =50 Ом, К, = 100 Ом и конденсатора
(рис. 3.112), замыкают ключ К.

1) Найти напряжение на конденсаторе в установившемся режиме.

2) Найти ток через батарею в тот момент, когда напряжение на кон-
денсаторе достигло значения 6/2. Внутренним сопротивлением пре-
небречь. (Билет 7, 1999)

к В ` В R
bd R, Ne a $ В °
` K
Рис. 3.112. Puc. 3.113. Puc. 3.114."
"task_0451","3.126","3","126","110","110","3.126. Ha непроводящей горизонтальной поверхности стола лежит
проводящая жесткая тонкая квадратная рамка из однородного куска
проволоки со стороной, равной а. Рамка находится в однородном го-
ризонтальном магнитном поле, линии индукции которого параллель-
ны одной из диагоналей квадрата рамки
(рис. 3.113). Масса рамки М, величина ин- Вид сбоку
дукции В. Какой силы ток нужно пропу- J \
стить по рамке, чтобы она начала припод- ; х \e
ниматься относительно одной из вершин / \
квадрата? (Билет 7, 1999) / \"
"task_0452","3.127","3","127","110","110","3.127. В электрической схеме, состоящей 7 52 %
из батареи с ЭДС @ = 20 В, резисторов с co-
противлениями К, =100м, R,= 200m, Вид сверху
В = 30 Ом и конденсатора, замыкают ключ К

(рис. 3.114).

1) Найти ток через резистор К, сразу по-
сле замыкания ключа К.

2) Найти ток через батарею в момент
времени, когда напряжение на конденсаторе
равно 0,6%. Внутренним сопротивлением ба-
тареи пренебречь. (Билет 8, 1999) Рис. 3.115."
"task_0453","3.128","3","128","111","111","3.128. Ha непроводящей горизонтальной поверхности стола лежит
проводящая жесткая тонкая квадратная рамка со стороной, равной а.
Рамка находится в магнитном поле длинного горизонтального провода ;
с током, расположенного симметрично над рамкой (рис. 3.115). Масса
рамки М, индукция магнитного поля у боковых сторон рамки /и2 |
равна В. Коэффициент трения скольжения рамки о стол таков, что
при некоторой величине тока, пропущенного через рамку, она начи-
нает приподниматься (без скольжения) относительно одной из своих
сторон. Найти величину этого тока. (Билет 8, 1999)

1 3.129. Сложный воздушный конденсатор
состоит из четырех пластин, удерживаемых |

2 на равных расстояниях 4 друг от друга. Пла-

стины / и 3 закорочены. Пластины 2 и 4 под-

$ 3 соединены к источнику сЭДСЯ® (рис. 3.116).

4 а Определить силу, действующую со стороны

Puc. 3.116. электрического поля на пластину 3. Пло-

щадь каждой пластины — 5, а расстояние

между ними много меньше размеров пластин. (Билет 1, 2000)"
"task_0454","3.130","3","130","111","111","3.130. Для поддержания незатухающих колебаний в контуре с ма-
лым затуханием, изображенном на рис. 3.117, индуктивность катуш-
ки быстро (по сравнению с периодом колебаний в контуре) увеличива-
ют на небольшую величину AL (ALL) каждый раз, когда ток в це-
пи равен нулю, а через время, равное четверти периода колебаний,
также быстро возвращают в исходное состояние. Определить величину
АГ, если L = 0,15 Tu, С = 1,5.10-7 Ф, R= 20 Ом. (Билет 1, 2000)"
"task_0455","3.131","3","131","111","111","3.131. Четыре проводящие пластины Удерживают напротив друг
друга. Расстояние между соседними пластинами 4. Пластины J и4
подсоединены к источнику с ЭДС $, пластины 2 и 3 подсоединены
к источнику с ЭДС & (рис. 3.118). Определить силу, действующую
на пластину 2 со стороны электрического поля. “Площадь каждой
пластины 5, а расстояние между ними много меньше размеров пла- |
стин. (Билет 2, 2000) 1

с а с |
$ а ‘8 1
L R Г R 4
4 а
Рис. 3.117. Рис. 3.118. Рис. 3.119."
"task_0456","3.132","3","132","111","111","3.132. Для поддержания незатухающих колебаний в контуре с ма-
лым затуханием, изображенном на рис. 3.119, емкость конденсатора |
быстро (по сравнению с периодом колебаний в контуре) увеличивают
на небольшую величину AC (АС << С) каждый раз, когда напряжение
на нем равно нулю, а через время, равное четверти периода колеба-
ний, также быстро возвращают в исходное состояние. Определить ве- }
личину AC, если Г. = 0,1 Tu, С = 10-7Ф, R= 30 Ом. (Билет 2, 2000)"
"task_0457","3.133","3","133","112","112","3.133. Сложный воздушный конденсатор состоит из четырех пла-

CTHH, удерживаемых неподвижно. Расстояние между соседними пла-

стинами 4. Пластины 2 и 4 закорочены. Пла- 1

стины J и 3 подсоединены к источнику с › а

ЭДС Я (рис. 3.120). Определить силу, дей- $

ствующую на пластину 3 со стороны элект- |3 4

рического поля. Площадь каждой пластины 5, а

а расстояние между ними много меньше раз- :

меров пластин. (Билет 3, 2000) Рис. 3.120."
"task_0458","3.134","3","134","112","112","3.134. Для поддержания незатухающих колебаний тока в колеба-
тельном LCR контуре с периодом колебаний Т = 10-3 с индуктив-
ность L контура периодически изменяют во времени по закону, пред-
ставленному на рис. 3.121 (41/1, <<1). При каком максимальном
значении сопротивления К колебания в контуре не будут затухать,
если AL = 3-10-? Гн?

Указание: уменьшение индуктивности происходит при макси-
мальном токе в контуре. (Билет 3, 2000)

1
Li) an 2 а
Lop-- 1-- % а
\ i |
d
0 тр т 37/2 4
Рис. 3.121. Рис. 3.122."
"task_0459","3.135","3","135","112","112","3.135. Сложный воздушный конденсатор состоит из четырех пла-
CTHH, удерживаемых неподвижно. Расстояние между соседними пла-
стинами 4. Пластины / и 4 закорочены. Пластины 2 и 3 подсоеди-
нены к источнику с ЭДС & (рис. 3.122). Определить силу, действу-
ющую на пластину 4 со стороны электрического поля. Площадь каж-
дой пластины 5, а расстояние между ними много меньше размеров
пластин. (Билет 4, 2000) -"
"task_0460","3.136","3","136","112","112","3.136. Для поддержания незату-
хающих колебаний в колебательном С“ AC
LCR контуре с периодом колебаний Cot - - 4 == =p TT
T =2-10-*c емкость С контура пе- ' 1 | |

риодически изменяют во времени
по закону, представленному на 0 1/2 Т 31/21
рис. 3.123 (AC/C,<1). При каком Рис. 3.123.
максимальном значении сопротивления R колебания в контуре не
будут затухать, если L=8-107?Tu, АС/С, = 8-10-2.

Указание: уменьшение емкости конденсатора происходит при
максимальном заряде на конденсаторе. (Билет 4, 2000)"
"task_0461","3.137","3","137","113","113","3.137. В схеме, изображенной на рис. 3.124, в начальный момент
ключ К разомкнут, а конденсатор емкостью С = 100 мкФ не заряжен.

Вольтамперная характеристика диода D изображена на рис. 3.125.
ЭДС батареи ®=6В, пороговое напряжение диода U,=18B,
К = 1 кОм.

1) Чему равен ток в цепи сразу после замыкания ключа?

2) Какой заряд протечет через диод после замыкания ключа?

3) Какое количество теплоты выделится на резисторе К после
замыкания ключа? Внутренним сопротивлением батареи пренеб-
речь. (Билет 5, 2000)

1
K K D
г ? с +
55,
8 0% т x
Рис. 3.124. Рис. 3.125. Рис. 3.126."
"task_0462","3.138","3","138","113","113","3.138. В схеме, изображенной на рис. 3.126, конденсатор емкостью
С = 100 мкФ, заряженный до напряжения И’, = 5 В, подключается
через диод Dk резистору с сопротивлением К = 100 Ом.

Вольтамперная характеристика диода изображена на рис. 3.127. В
начальный момент ключ К разомкнут. Затем ключ замыкают.

1) Чему равен ток в цепи сразу после замыкания ключа?

2) Чему равно напряжение на конденсаторе, когда ток в цепи бу-
дет равен 10 мА?

3) Какое количество теплоты выделится на диоде после замыкания
ключа? (Билет 6, 2000)

1, мА. 1
30]
2 D
о С e
, к oR
ог 2 в _« | оц U
Puc. 3.127. Рис. 3.128. Рис. 3.129."
"task_0463","3.139","3","139","113","113","3.139. В схеме, изображенной на рис. 3.128, в начальный момент
ключ К разомкнут, а конденсатор С не заряжен. Вольтамперная ха-
рактеристика диода D изображена на рис. 3.129. ЭДС батареи
€ =ЗВ, пороговое напряжение диода U, = 1 В, Е = 2 кОм. Ключ К
замыкают. В установившемся режиме ток в цепи равен нулю.

1) Чему равен ток в цепи сразу после замыкания ключа?

2) Чему равна емкость конденсатора С, если известно, что после
замыкания ключа через диод протек заряд а= 4-10-4 Кл?"
"task_0464","3.140","3","140","114","114","3.140. В схеме, изображенной на рис. 3.130, в начальный момент
ключ К разомкнут, а конденсатор С заряжен до напряжения U,= 6B.
Вольтамперная характеристика диода D изображена на рис. 3.131. Со-
противление резистора К = 125 Ом. Ключ К замыкают.

1) Чему равен ток в цепи сразу после замыкания ключа?

2) Чему равно напряжение на конденсаторе, когда ток в цепи равен
I, =8 MA?

3) Чему равна емкость конденсатора, если известно, что после за-
мыкания ключа на диоде выделилось количество теплоты
Q=2,5-107* Дж? (Билет 8, 2000)"
"task_0465","1.141","1","141","114","114","1.141. Батарея с ЭДС & подключена к удерживаемым непод-
вижно пластинам J и 3 плоского конденса- ©
тора. Площадь пластин 5, расстояние между
ними 4. Посредине между этими пластинами
расположена закрепленная неподвижно ме- С
таллическая пластина 2, на которой нахо- К
дится заряд О (рис. 3.132). Пластину J от-
пускают. Какую работу совершит батарея к L
моменту соударения пластин J и 2? Силой
тяжести и внутренним сопротивлением бата- Рис. 3.133.
реи пренебречь. (Билет 1, 2001)"
"task_0466","3.142","3","142","114","114","3.142. При замкнутом ключе К и ГС контуре (рис. 3.133) про-
исходят незатухающие свободные колебания тока. В тот момент,
когда напряжение на конденсаторе С, максимально и равно и,
ключ размыкают. Определить максимальное значение тока в кон-
туре после размыкания ключа. Параметры элементов схемы ука-
заны на рисунке. (Билет 1, 2001)"
"task_0467","3.143","3","143","114","114","3.143. Одну из пластин плоского конденсатора, заряженную поло-
Жжительным зарядом 41, удерживают на рас- ны Ч,
стоянии d от другой закрепленной пласти- а
ны с отрицательным зарядом g,. Площадь oy _
каждой пластины 5 (рис. 3.134). Верхнюю рт 2

Рис. 3.134."
"task_0468","3.144","3","144","115","115","3.144. При разомкнутом ключе К в Г.С-ковтуре (рис. 3.135) про-
исходят незатухающие свободные колебания тока. В тот момент, ког-
Wa ‘TOK в цепи максимален и равен Го, замыкают ключ К. Определить
максимальное напряжение на конденсаторе после замыкания ключа.
Параметры схемы указаны на рисунке. (Билет 2, 2001)"
"task_0469","3.145","3","145","115","115","3.145. К неподвижным пластинам / и 2 плоского конденсатора под-
ключена батарея с ЭДС ®. К пластине / прижата проводящая пласти-
ва 3 (рис. 3.136). Пластину 3 отпускают, и она начинает двигаться к
пластине 2. Какую работу совершит батарея за время перемещения
пластины 3 от пластины / к пластине 2, если площадь каждой пласти-
ны равна 5, а начальное расстояние между пластинами 2 и 3 равно d?
Силой тяжести пренебречь. (Билет 3, 2001) .

$
Ly
К Ly С Cy
K
с ! lade” L
Puc. 3.135. Puc. 3.136. Рис. 3.137."
"task_0470","3.146","3","146","115","115","3.146. В колебательном контуре, изображенном на рис. 3.137, про-
исходят свободные колебания при замкнутом ключе К. В тот момент,
когда напряжение на конденсаторе С, достигает максимального значе-
ния и равно Г, ключ размыкают. Определить величину. тока в контуре
в тот момент, когда напряжение на конденсаторе С будет равно нулю
при условии, что С, > С.. (Билет 3, 2001)

4, 3.147. Одна из пластин плоского конден-

т сатора, на которой находится заряд а, не-

а % подвижно закреплена на непроводящей

И плите. Вторая пластина с зарядом 4 и мас-

сой М удерживается на расстоянии 4 от

Рис. 3.138. р

нее. Площадь каждой пластины 5

(рис. 3.138). Верхней пластине сообщают такую начальную скорость

у, что она долетает до нижней пластины и после абсолютно упругого

удара отскакивает от нее. Чему будет равна скорость этой пластины,

когда она снова будет находиться на расстоянии d от нижней пла-
стины? (Билет 4, 2001)"
"task_0471","3.148","3","148","115","115","3.148. В колебательном контуре, изображенном на рис. 3.139, про-
исходят свободные колебания при разомкнутом ключе К. В тот мо-
мент, когда ток в катушке индуктивностью Г достигает максималь-
ного значения, равного Jy, ключ размыкают. Определить величину"
"task_0472","3.149","3","149","116","116","3.149. В электрической цепи, представленной на рис. 3.140, диоды
В и Dz идеальные. Считая параметры элементов цепи известными,
определить:

1) ток через батарею сразу после замыкания ключа К,

2) количество теплоты, выделившееся в схеме после замыкания
ключа К. Внутренним сопротивлением ба- пои
тареи пренебречь. (Билет 5, 2001)"
"task_0473","3.150","3","150","116","116","3.150. Проводник массой М и длиной | | с ®в
подвешен к непроводящему потолку за кон- %
цы с помощью двух одинаковых проводящих
пружин, каждая жесткостью k. К верхним =
концам пружин подсоединен конденсатор ем- i
костью С. Вся конструкция висит в однород- Рис. 3.141.
ном магнитном поле с индукцией В, перпендикулярной плоскости
конструкции (рис. 3.141). Проводник сместили и отпустили. При
прохождении положения равновесия скорость проводника оказалась
равной vo. Определить максимальную высоту подъема проводника OT
положения равновесия. Сопротивлением и самоиндукцией проводни-
ков пренебречь. (Билет 5, 2001) с"
"task_0474","3.151","3","151","116","116","3.151. В электрической цепи, представ-
ленной на рис. 3.142, диоды D, и О, идеаль- В,
ные. Известные параметры элементов цепи у
указаны Ha рисунке. ‚ “ 1 с»

1) Определить ЭДС батареи, если ток че- Pr
рез нее сразу после замыкания ключа K pa-
вен I). Ry

2) Определить количество теплоты, выде- Рис. 3.142.
лившейся в схеме после замыкания ключа К.

Внутренним сопротивлением батареи пренебречь. (Билет 6, 2001)"
"task_0475","3.152","3","152","116","116","3.152. На горизонтальной поверхности стола закреплена тонкая
неподвижная проводящая квадратвая рамка со стороной а. На рамке
симметрично лежит стержень параллельно боковым сторонам рамки
на расстоянии b = а/4 (рис. 3.143). Рамка и стержевь изготовлены из
одного куска провода, омическое сопротивление единицы длины ко-"
"task_0476","3.153","3","153","117","117","3.153. В электрической цепи, представленной на рис. 3.144, ди-
оды D, и D, идеальные. Считая параметры элементов цепи изве-
стными, определить:

1) ток через батарею сразу после замыкания ключа К,

2) найти количество теплоты, выделившейся в схеме после за-
мыкания ключа К. Внутренним сопротивлением батареи пренеб-
речь. (Билет 7, 2001)"
"task_0477","3.154","3","154","117","117","3.154. Проводник массой М и длинной / подвешен к непроводящему
потолку за концы с помощью двух одинаковых проводящих пружин,
каждая жесткостью К. К верхним концам пружин подсоединен кон-
денсатор емкостью С. Вся конструкция висит в однородном магнитном
поле с индукцией В, перпендикулярной плоскости конструкции
(рис. 3.145). Проводник смещают вниз на расстояние A от положения
равновесия, а затем отпускают. Определить скорость проводника, ког-
да он снова окажется в положении равновесия. Сопротивлением и са-
моиндукцией проводников пренебречь. (Билет 7, 2001)"
"task_0478","3.155","3","155","117","117","3.155. В электрической цепи, представленной на рис. 3.146, ди-
оды D, и D, идеальные. Известные параметры элементов элект-
рической цепи указаны на рисунке.

1) Определить ЭДС батареи, если ток через нее сразу после
замыкания ключа К равен J).

2) Определить количество теплоты, выделившейся в схеме, по-
сле замыкания ключа К. Внутренним сопротивлением батареи пре-
небречь. (Билет 8, 2001)"
"task_0479","3.156","3","156","117","117","3.156. На горизонтальной поверхности стола закреплена тонкая
проводящая рамка в виде равностороннего треугольника со стороной а.
На рамке лежит стержень, который параллелен основанию тре-
угольника, а середина стержня находится на середине высоты АС
(рис. 3.147). Рамка и стержень изготовлены из одного куска провода,"
