task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0426","3.79","3_020","3","2","task_0427","3.80","3_020","4","0.257755"
"task_0426","3.79","3_020","3","3","task_0424","3.77","3_020","1","0.21737"
"task_0426","3.79","3_020","3","4","task_0493","3.146","3_037","1","0.187223"
"task_0426","3.79","3_020","3","5","task_0495","3.148","3_037","3","0.17556"
"task_0426","3.79","3_020","3","6","task_0388","3.41","3_011","1","0.169544"
"task_0426","3.79","3_020","3","7","task_0391","3.44","3_011","4","0.168616"
"task_0426","3.79","3_020","3","8","task_0390","3.43","3_011","3","0.150438"
"task_0426","3.79","3_020","3","9","task_0389","3.42","3_011","2","0.150022"
"task_0426","3.79","3_020","3","10","task_0543","3.196","3_049","3","0.13923"
"task_0427","3.80","3_020","4","1","task_0425","3.78","3_020","2","0.386254"
"task_0427","3.80","3_020","4","2","task_0424","3.77","3_020","1","0.324331"
"task_0427","3.80","3_020","4","3","task_0426","3.79","3_020","3","0.257755"
"task_0427","3.80","3_020","4","4","task_0495","3.148","3_037","3","0.244243"
"task_0427","3.80","3_020","4","5","task_0455","3.108","3_027","4","0.17776"
"task_0427","3.80","3_020","4","6","task_0459","3.112","3_028","4","0.172856"
"task_0427","3.80","3_020","4","7","task_0491","3.144","3_036","3","0.169632"
"task_0427","3.80","3_020","4","8","task_0564","3.220","3_054","4","0.165759"
"task_0427","3.80","3_020","4","9","task_0560","3.216","3_053","4","0.165685"
"task_0427","3.80","3_020","4","10","task_0468","3.121","3_031","1","0.164779"
"task_0428","3.81","3_021","1","1","task_0430","3.83","3_021","3","0.678313"
"task_0428","3.81","3_021","1","2","task_0429","3.82","3_021","2","0.344634"
"task_0428","3.81","3_021","1","3","task_0431","3.84","3_021","4","0.331866"
"task_0428","3.81","3_021","1","4","task_0487","3.140","3_035","4","0.085041"
"task_0428","3.81","3_021","1","5","task_0540","3.193","3_048","4","0.082632"
"task_0428","3.81","3_021","1","6","task_0544","3.197","3_049","4","0.081554"
"task_0428","3.81","3_021","1","7","task_0410","3.63","3_016","3","0.07624"
"task_0428","3.81","3_021","1","8","task_0388","3.41","3_011","1","0.070013"
"task_0428","3.81","3_021","1","9","task_0406","3.59","3_015","3","0.068671"
"task_0428","3.81","3_021","1","10","task_0452","3.105","3_027","1","0.068021"
"task_0429","3.82","3_021","2","1","task_0431","3.84","3_021","4","0.510648"
"task_0429","3.82","3_021","2","2","task_0428","3.81","3_021","1","0.344634"
"task_0429","3.82","3_021","2","3","task_0430","3.83","3_021","3","0.306534"
"task_0429","3.82","3_021","2","4","task_0452","3.105","3_027","1","0.105754"
"task_0429","3.82","3_021","2","5","task_0454","3.107","3_027","3","0.104435"
"task_0429","3.82","3_021","2","6","task_0406","3.59","3_015","3","0.10421"
"task_0429","3.82","3_021","2","7","task_0410","3.63","3_016","3","0.103776"
"task_0429","3.82","3_021","2","8","task_0472","3.125","3_032","1","0.093823"
"task_0429","3.82","3_021","2","9","task_0352","3.5","3_002","1","0.083125"
"task_0429","3.82","3_021","2","10","task_0493","3.146","3_037","1","0.081223"
"task_0430","3.83","3_021","3","1","task_0428","3.81","3_021","1","0.678313"
"task_0430","3.83","3_021","3","2","task_0429","3.82","3_021","2","0.306534"
"task_0430","3.83","3_021","3","3","task_0431","3.84","3_021","4","0.292389"
"task_0430","3.83","3_021","3","4","task_0544","3.197","3_049","4","0.097556"
"task_0430","3.83","3_021","3","5","task_0487","3.140","3_035","4","0.086399"
"task_0430","3.83","3_021","3","6","task_0540","3.193","3_048","4","0.083952"
"task_0430","3.83","3_021","3","7","task_0410","3.63","3_016","3","0.077457"
"task_0430","3.83","3_021","3","8","task_0388","3.41","3_011","1","0.071131"
"task_0430","3.83","3_021","3","9","task_0406","3.59","3_015","3","0.069767"
"task_0430","3.83","3_021","3","10","task_0452","3.105","3_027","1","0.069107"
"task_0431","3.84","3_021","4","1","task_0429","3.82","3_021","2","0.510648"
"task_0431","3.84","3_021","4","2","task_0428","3.81","3_021","1","0.331866"
"task_0431","3.84","3_021","4","3","task_0430","3.83","3_021","3","0.292389"
"task_0431","3.84","3_021","4","4","task_0410","3.63","3_016","3","0.11504"
"task_0431","3.84","3_021","4","5","task_0452","3.105","3_027","1","0.108598"
"task_0431","3.84","3_021","4","6","task_0454","3.107","3_027","3","0.107244"
"task_0431","3.84","3_021","4","7","task_0406","3.59","3_015","3","0.107012"
"task_0431","3.84","3_021","4","8","task_0404","3.57","3_015","1","0.098743"
"task_0431","3.84","3_021","4","9","task_0408","3.61","3_016","1","0.097344"
"task_0431","3.84","3_021","4","10","task_0493","3.146","3_037","1","0.090816"
"task_0432","3.85","3_022","1","1","task_0436","3.89","3_023","1","0.771603"
"task_0432","3.85","3_022","1","2","task_0438","3.91","3_023","3","0.516603"
"task_0432","3.85","3_022","1","3","task_0434","3.87","3_022","3","0.306726"
"task_0432","3.85","3_022","1","4","task_0486","3.139","3_035","3","0.205226"
"task_0432","3.85","3_022","1","5","task_0487","3.140","3_035","4","0.19526"
"task_0432","3.85","3_022","1","6","task_0500","3.153","3_038","4","0.183914"
"task_0432","3.85","3_022","1","7","task_0496","3.149","3_037","4","0.179855"
"task_0432","3.85","3_022","1","8","task_0484","3.137","3_035","1","0.175884"
"task_0432","3.85","3_022","1","9","task_0498","3.151","3_038","2","0.167283"
"task_0432","3.85","3_022","1","10","task_0384","3.37","3_010","1","0.164963"
"task_0433","3.86","3_022","2","1","task_0437","3.90","3_023","2","0.785845"
"task_0433","3.86","3_022","2","2","task_0360","3.13","3_004","1","0.399438"
"task_0433","3.86","3_022","2","3","task_0362","3.15","3_004","3","0.273249"
"task_0433","3.86","3_022","2","4","task_0356","3.9","3_003","1","0.130378"
"task_0433","3.86","3_022","2","5","task_0524","3.177","3_044","4","0.113714"
"task_0433","3.86","3_022","2","6","task_0520","3.173","3_043","4","0.09698"
"task_0433","3.86","3_022","2","7","task_0494","3.147","3_037","2","0.087554"
"task_0433","3.86","3_022","2","8","task_0380","3.33","3_009","1","0.080572"
"task_0433","3.86","3_022","2","9","task_0522","3.175","3_044","2","0.078463"
"task_0433","3.86","3_022","2","10","task_0493","3.146","3_037","1","0.075729"
"task_0434","3.87","3_022","3","1","task_0436","3.89","3_023","1","0.439699"
"task_0434","3.87","3_022","3","2","task_0438","3.91","3_023","3","0.314773"
"task_0434","3.87","3_022","3","3","task_0432","3.85","3_022","1","0.306726"
"task_0434","3.87","3_022","3","4","task_0459","3.112","3_028","4","0.132396"
"task_0434","3.87","3_022","3","5","task_0457","3.110","3_028","2","0.129223"
"task_0434","3.87","3_022","3","6","task_0350","3.3","3_001","3","0.118871"
"task_0434","3.87","3_022","3","7","task_0537","3.190","3_048","1","0.111302"
"task_0434","3.87","3_022","3","8","task_0348","3.1","3_001","1","0.107691"
"task_0434","3.87","3_022","3","9","task_0463","3.116","3_029","4","0.105556"
"task_0434","3.87","3_022","3","10","task_0461","3.114","3_029","2","0.101438"
"task_0435","3.88","3_022","4","1","task_0439","3.92","3_023","4","0.727126"
"task_0435","3.88","3_022","4","2","task_0723","5.3","5_001","3","0.12254"
"task_0435","3.88","3_022","4","3","task_0721","5.1","5_001","1","0.073543"
"task_0435","3.88","3_022","4","4","task_0511","3.164","3_041","3","0.062007"
"task_0435","3.88","3_022","4","5","task_0107","1.107","1_027","3","0.061289"
"task_0435","3.88","3_022","4","6","task_0103","1.103","1_026","3","0.054045"
"task_0435","3.88","3_022","4","7","task_0364","3.17","3_005","1","0.053637"
"task_0435","3.88","3_022","4","8","task_0413","3.66","3_017","2","0.05222"
"task_0435","3.88","3_022","4","9","task_0513","3.166","3_042","1","0.050568"
"task_0435","3.88","3_022","4","10","task_0509","3.162","3_041","1","0.048379"
"task_0436","3.89","3_023","1","1","task_0432","3.85","3_022","1","0.771603"
"task_0436","3.89","3_023","1","2","task_0438","3.91","3_023","3","0.504086"
"task_0436","3.89","3_023","1","3","task_0434","3.87","3_022","3","0.439699"
"task_0436","3.89","3_023","1","4","task_0500","3.153","3_038","4","0.189045"
"task_0436","3.89","3_023","1","5","task_0496","3.149","3_037","4","0.184874"
"task_0436","3.89","3_023","1","6","task_0486","3.139","3_035","3","0.18424"
"task_0436","3.89","3_023","1","7","task_0484","3.137","3_035","1","0.180791"
"task_0436","3.89","3_023","1","8","task_0487","3.140","3_035","4","0.179416"
"task_0436","3.89","3_023","1","9","task_0498","3.151","3_038","2","0.171951"
"task_0436","3.89","3_023","1","10","task_0485","3.138","3_035","2","0.161587"
"task_0437","3.90","3_023","2","1","task_0433","3.86","3_022","2","0.785845"
"task_0437","3.90","3_023","2","2","task_0360","3.13","3_004","1","0.402696"
"task_0437","3.90","3_023","2","3","task_0362","3.15","3_004","3","0.247719"
"task_0437","3.90","3_023","2","4","task_0356","3.9","3_003","1","0.104401"
"task_0437","3.90","3_023","2","5","task_0494","3.147","3_037","2","0.087653"
"task_0437","3.90","3_023","2","6","task_0380","3.33","3_009","1","0.080664"
"task_0437","3.90","3_023","2","7","task_0493","3.146","3_037","1","0.075814"
"task_0437","3.90","3_023","2","8","task_0411","3.64","3_016","4","0.070121"
"task_0437","3.90","3_023","2","9","task_0524","3.177","3_044","4","0.068073"
"task_0437","3.90","3_023","2","10","task_0172","1.172","1_043","4","0.060645"
"task_0438","3.91","3_023","3","1","task_0432","3.85","3_022","1","0.516603"
"task_0438","3.91","3_023","3","2","task_0436","3.89","3_023","1","0.504086"
"task_0438","3.91","3_023","3","3","task_0434","3.87","3_022","3","0.314773"
"task_0438","3.91","3_023","3","4","task_0452","3.105","3_027","1","0.302644"
"task_0438","3.91","3_023","3","5","task_0454","3.107","3_027","3","0.266523"
"task_0438","3.91","3_023","3","6","task_0455","3.108","3_027","4","0.261499"
"task_0438","3.91","3_023","3","7","task_0459","3.112","3_028","4","0.164474"
"task_0438","3.91","3_023","3","8","task_0457","3.110","3_028","2","0.160911"
"task_0438","3.91","3_023","3","9","task_0427","3.80","3_020","4","0.14889"
"task_0438","3.91","3_023","3","10","task_0564","3.220","3_054","4","0.14858"
"task_0439","3.92","3_023","4","1","task_0435","3.88","3_022","4","0.727126"
"task_0439","3.92","3_023","4","2","task_0723","5.3","5_001","3","0.115879"
"task_0439","3.92","3_023","4","3","task_0449","3.102","3_026","2","0.105065"
"task_0439","3.92","3_023","4","4","task_0524","3.177","3_044","4","0.087341"
"task_0439","3.92","3_023","4","5","task_0520","3.173","3_043","4","0.083916"
"task_0439","3.92","3_023","4","6","task_0415","3.68","3_017","4","0.076771"
"task_0439","3.92","3_023","4","7","task_0522","3.175","3_044","2","0.076249"
"task_0439","3.92","3_023","4","8","task_0367","3.20","3_005","4","0.072006"
"task_0439","3.92","3_023","4","9","task_0366","3.19","3_005","3","0.070559"
"task_0439","3.92","3_023","4","10","task_0721","5.1","5_001","1","0.069546"
"task_0440","3.93","3_024","1","1","task_0444","3.97","3_025","1","0.460849"
"task_0440","3.93","3_024","1","2","task_0442","3.95","3_024","3","0.441181"
"task_0440","3.93","3_024","1","3","task_0446","3.99","3_025","3","0.368041"
"task_0440","3.93","3_024","1","4","task_0402","3.55","3_014","3","0.202379"
"task_0440","3.93","3_024","1","5","task_0398","3.51","3_013","3","0.201382"
"task_0440","3.93","3_024","1","6","task_0530","3.183","3_046","2","0.195025"
"task_0440","3.93","3_024","1","7","task_0400","3.53","3_014","1","0.187593"
"task_0440","3.93","3_024","1","8","task_0396","3.49","3_013","1","0.187229"
"task_0440","3.93","3_024","1","9","task_0484","3.137","3_035","1","0.176783"
"task_0440","3.93","3_024","1","10","task_0552","3.205","3_051","4","0.146632"
"task_0441","3.94","3_024","2","1","task_0193","2.5","2_002","1","0.083749"
"task_0441","3.94","3_024","2","2","task_0100","1.100","1_025","4","0.079879"
"task_0441","3.94","3_024","2","3","task_0299","2.111","2_028","3","0.070866"
"task_0441","3.94","3_024","2","4","task_0445","3.98","3_025","2","0.064181"
"task_0441","3.94","3_024","2","5","task_0094","1.94","1_024","2","0.053586"
"task_0441","3.94","3_024","2","6","task_0029","1.29","1_008","1","0.05143"
"task_0441","3.94","3_024","2","7","task_0229","2.41","2_011","1","0.049866"
"task_0441","3.94","3_024","2","8","task_0458","3.111","3_028","3","0.046677"
"task_0441","3.94","3_024","2","9","task_0494","3.147","3_037","2","0.046073"
"task_0441","3.94","3_024","2","10","task_0456","3.109","3_028","1","0.045545"
"task_0442","3.95","3_024","3","1","task_0444","3.97","3_025","1","0.508118"
"task_0442","3.95","3_024","3","2","task_0440","3.93","3_024","1","0.441181"
"task_0442","3.95","3_024","3","3","task_0400","3.53","3_014","1","0.274127"
"task_0442","3.95","3_024","3","4","task_0396","3.49","3_013","1","0.273595"
"task_0442","3.95","3_024","3","5","task_0530","3.183","3_046","2","0.260003"
"task_0442","3.95","3_024","3","6","task_0484","3.137","3_035","1","0.214287"
"task_0442","3.95","3_024","3","7","task_0446","3.99","3_025","3","0.209778"
"task_0442","3.95","3_024","3","8","task_0528","3.181","3_045","4","0.201201"
"task_0442","3.95","3_024","3","9","task_0534","3.187","3_047","2","0.189811"
"task_0442","3.95","3_024","3","10","task_0418","3.71","3_018","3","0.162833"
"task_0443","3.96","3_024","4","1","task_0447","3.100","3_025","4","0.885504"
"task_0443","3.96","3_024","4","2","task_0361","3.14","3_004","2","0.248122"
"task_0443","3.96","3_024","4","3","task_0363","3.16","3_004","4","0.236219"
"task_0443","3.96","3_024","4","4","task_0460","3.113","3_029","1","0.11228"
"task_0443","3.96","3_024","4","5","task_0368","3.21","3_006","1","0.08201"
"task_0443","3.96","3_024","4","6","task_0456","3.109","3_028","1","0.080789"
"task_0443","3.96","3_024","4","7","task_0462","3.115","3_029","3","0.080633"
"task_0443","3.96","3_024","4","8","task_0458","3.111","3_028","3","0.072962"
"task_0443","3.96","3_024","4","9","task_0023","1.23","1_006","3","0.072433"
"task_0443","3.96","3_024","4","10","task_0054","1.54","1_014","2","0.071984"
"task_0444","3.97","3_025","1","1","task_0442","3.95","3_024","3","0.508118"
"task_0444","3.97","3_025","1","2","task_0440","3.93","3_024","1","0.460849"
"task_0444","3.97","3_025","1","3","task_0446","3.99","3_025","3","0.364338"
"task_0444","3.97","3_025","1","4","task_0530","3.183","3_046","2","0.269787"
"task_0444","3.97","3_025","1","5","task_0400","3.53","3_014","1","0.240948"
"task_0444","3.97","3_025","1","6","task_0396","3.49","3_013","1","0.240481"
"task_0444","3.97","3_025","1","7","task_0534","3.187","3_047","2","0.195696"
"task_0444","3.97","3_025","1","8","task_0418","3.71","3_018","3","0.14142"
"task_0444","3.97","3_025","1","9","task_0484","3.137","3_035","1","0.134339"
"task_0444","3.97","3_025","1","10","task_0528","3.181","3_045","4","0.129727"
"task_0445","3.98","3_025","2","1","task_0409","3.62","3_016","2","0.150129"
"task_0445","3.98","3_025","2","2","task_0371","3.24","3_006","4","0.118308"
"task_0445","3.98","3_025","2","3","task_0652","4.88","4_022","4","0.085534"
"task_0445","3.98","3_025","2","4","task_0490","3.143","3_036","2","0.082899"
"task_0445","3.98","3_025","2","5","task_0172","1.172","1_043","4","0.077932"
"task_0445","3.98","3_025","2","6","task_0426","3.79","3_020","3","0.077875"
"task_0445","3.98","3_025","2","7","task_0168","1.168","1_042","4","0.075479"
"task_0445","3.98","3_025","2","8","task_0078","1.78","1_020","2","0.072078"
"task_0445","3.98","3_025","2","9","task_0080","1.80","1_020","4","0.071888"
"task_0445","3.98","3_025","2","10","task_0524","3.177","3_044","4","0.071612"
"task_0446","3.99","3_025","3","1","task_0440","3.93","3_024","1","0.368041"
"task_0446","3.99","3_025","3","2","task_0444","3.97","3_025","1","0.364338"
"task_0446","3.99","3_025","3","3","task_0530","3.183","3_046","2","0.262898"
"task_0446","3.99","3_025","3","4","task_0400","3.53","3_014","1","0.239324"
"task_0446","3.99","3_025","3","5","task_0396","3.49","3_013","1","0.23886"
"task_0446","3.99","3_025","3","6","task_0442","3.95","3_024","3","0.209778"
"task_0446","3.99","3_025","3","7","task_0552","3.205","3_051","4","0.154694"
"task_0446","3.99","3_025","3","8","task_0402","3.55","3_014","3","0.118082"
"task_0446","3.99","3_025","3","9","task_0398","3.51","3_013","3","0.1175"
"task_0446","3.99","3_025","3","10","task_0484","3.137","3_035","1","0.117062"
"task_0447","3.100","3_025","4","1","task_0443","3.96","3_024","4","0.885504"
"task_0447","3.100","3_025","4","2","task_0361","3.14","3_004","2","0.220516"
"task_0447","3.100","3_025","4","3","task_0363","3.16","3_004","4","0.208064"
"task_0447","3.100","3_025","4","4","task_0460","3.113","3_029","1","0.102941"
"task_0447","3.100","3_025","4","5","task_0456","3.109","3_028","1","0.075086"
"task_0447","3.100","3_025","4","6","task_0462","3.115","3_029","3","0.074941"
"task_0447","3.100","3_025","4","7","task_0023","1.23","1_006","3","0.073754"
"task_0447","3.100","3_025","4","8","task_0054","1.54","1_014","2","0.073297"
"task_0447","3.100","3_025","4","9","task_0368","3.21","3_006","1","0.072978"
"task_0447","3.100","3_025","4","10","task_0055","1.55","1_014","3","0.070329"
"task_0448","3.101","3_026","1","1","task_0450","3.103","3_026","3","0.471756"
"task_0448","3.101","3_026","1","2","task_0349","3.2","3_001","2","0.166209"
"task_0448","3.101","3_026","1","3","task_0505","3.158","3_040","1","0.137197"
"task_0448","3.101","3_026","1","4","task_0507","3.160","3_040","3","0.136973"
"task_0448","3.101","3_026","1","5","task_0484","3.137","3_035","1","0.130778"
"task_0448","3.101","3_026","1","6","task_0496","3.149","3_037","4","0.128092"
"task_0448","3.101","3_026","1","7","task_0498","3.151","3_038","2","0.125926"
"task_0448","3.101","3_026","1","8","task_0418","3.71","3_018","3","0.125778"
"task_0448","3.101","3_026","1","9","task_0500","3.153","3_038","4","0.121981"
"task_0448","3.101","3_026","1","10","task_0451","3.104","3_026","4","0.119373"
"task_0449","3.102","3_026","2","1","task_0451","3.104","3_026","4","0.513803"
"task_0449","3.102","3_026","2","2","task_0393","3.46","3_012","2","0.162328"
"task_0449","3.102","3_026","2","3","task_0395","3.48","3_012","4","0.159939"
"task_0449","3.102","3_026","2","4","task_0520","3.173","3_043","4","0.147612"
"task_0449","3.102","3_026","2","5","task_0415","3.68","3_017","4","0.146698"
"task_0449","3.102","3_026","2","6","task_0524","3.177","3_044","4","0.14608"
"task_0449","3.102","3_026","2","7","task_0522","3.175","3_044","2","0.143664"
"task_0449","3.102","3_026","2","8","task_0526","3.179","3_045","2","0.138061"
"task_0449","3.102","3_026","2","9","task_0419","3.72","3_018","4","0.1373"
"task_0449","3.102","3_026","2","10","task_0366","3.19","3_005","3","0.113806"
"task_0450","3.103","3_026","3","1","task_0448","3.101","3_026","1","0.471756"
"task_0450","3.103","3_026","3","2","task_0385","3.38","3_010","2","0.129642"
"task_0450","3.103","3_026","3","3","task_0467","3.120","3_030","4","0.076508"
"task_0450","3.103","3_026","3","4","task_0558","3.214","3_053","2","0.071626"
"task_0450","3.103","3_026","3","5","task_0562","3.218","3_054","2","0.07117"
"task_0450","3.103","3_026","3","6","task_0470","3.123","3_031","3","0.068432"
"task_0450","3.103","3_026","3","7","task_0387","3.40","3_010","4","0.067419"
"task_0450","3.103","3_026","3","8","task_0403","3.56","3_014","4","0.063689"
"task_0450","3.103","3_026","3","9","task_0383","3.36","3_009","4","0.059316"
"task_0450","3.103","3_026","3","10","task_0463","3.116","3_029","4","0.058593"
"task_0451","3.104","3_026","4","1","task_0449","3.102","3_026","2","0.513803"
"task_0451","3.104","3_026","4","2","task_0526","3.179","3_045","2","0.16575"
"task_0451","3.104","3_026","4","3","task_0522","3.175","3_044","2","0.163763"
"task_0451","3.104","3_026","4","4","task_0419","3.72","3_018","4","0.144097"
"task_0451","3.104","3_026","4","5","task_0395","3.48","3_012","4","0.135992"
"task_0451","3.104","3_026","4","6","task_0393","3.46","3_012","2","0.134724"
"task_0451","3.104","3_026","4","7","task_0520","3.173","3_043","4","0.133349"
"task_0451","3.104","3_026","4","8","task_0415","3.68","3_017","4","0.130583"
"task_0451","3.104","3_026","4","9","task_0524","3.177","3_044","4","0.126875"
"task_0451","3.104","3_026","4","10","task_0448","3.101","3_026","1","0.119373"
"task_0452","3.105","3_027","1","1","task_0454","3.107","3_027","3","0.851171"
"task_0452","3.105","3_027","1","2","task_0455","3.108","3_027","4","0.819997"
"task_0452","3.105","3_027","1","3","task_0453","3.106","3_027","2","0.48723"
"task_0452","3.105","3_027","1","4","task_0472","3.125","3_032","1","0.326452"
"task_0452","3.105","3_027","1","5","task_0438","3.91","3_023","3","0.302644"
"task_0452","3.105","3_027","1","6","task_0459","3.112","3_028","4","0.278108"
"task_0452","3.105","3_027","1","7","task_0463","3.116","3_029","4","0.232325"
"task_0452","3.105","3_027","1","8","task_0493","3.146","3_037","1","0.23041"
"task_0452","3.105","3_027","1","9","task_0548","3.201","3_050","4","0.22922"
"task_0452","3.105","3_027","1","10","task_0466","3.119","3_030","3","0.22884"
"task_0453","3.106","3_027","2","1","task_0455","3.108","3_027","4","0.622328"
"task_0453","3.106","3_027","2","2","task_0452","3.105","3_027","1","0.48723"
"task_0453","3.106","3_027","2","3","task_0454","3.107","3_027","3","0.42414"
"task_0453","3.106","3_027","2","4","task_0414","3.67","3_017","3","0.241485"
"task_0453","3.106","3_027","2","5","task_0416","3.69","3_018","1","0.235521"
"task_0453","3.106","3_027","2","6","task_0412","3.65","3_017","1","0.23465"
"task_0453","3.106","3_027","2","7","task_0459","3.112","3_028","4","0.215336"
"task_0453","3.106","3_027","2","8","task_0539","3.192","3_048","3","0.207937"
"task_0453","3.106","3_027","2","9","task_0548","3.201","3_050","4","0.197257"
"task_0453","3.106","3_027","2","10","task_0491","3.144","3_036","3","0.178258"
"task_0454","3.107","3_027","3","1","task_0452","3.105","3_027","1","0.851171"
"task_0454","3.107","3_027","3","2","task_0455","3.108","3_027","4","0.817369"
"task_0454","3.107","3_027","3","3","task_0453","3.106","3_027","2","0.42414"
"task_0454","3.107","3_027","3","4","task_0472","3.125","3_032","1","0.30539"
"task_0454","3.107","3_027","3","5","task_0459","3.112","3_028","4","0.274639"
"task_0454","3.107","3_027","3","6","task_0438","3.91","3_023","3","0.266523"
"task_0454","3.107","3_027","3","7","task_0463","3.116","3_029","4","0.229427"
"task_0454","3.107","3_027","3","8","task_0404","3.57","3_015","1","0.223827"
"task_0454","3.107","3_027","3","9","task_0491","3.144","3_036","3","0.223056"
"task_0454","3.107","3_027","3","10","task_0408","3.61","3_016","1","0.220656"
"task_0455","3.108","3_027","4","1","task_0452","3.105","3_027","1","0.819997"
"task_0455","3.108","3_027","4","2","task_0454","3.107","3_027","3","0.817369"
"task_0455","3.108","3_027","4","3","task_0453","3.106","3_027","2","0.622328"
"task_0455","3.108","3_027","4","4","task_0459","3.112","3_028","4","0.275006"
"task_0455","3.108","3_027","4","5","task_0472","3.125","3_032","1","0.266937"
"task_0455","3.108","3_027","4","6","task_0438","3.91","3_023","3","0.261499"
"task_0455","3.108","3_027","4","7","task_0466","3.119","3_030","3","0.239699"
"task_0455","3.108","3_027","4","8","task_0464","3.117","3_030","1","0.237753"
"task_0455","3.108","3_027","4","9","task_0463","3.116","3_029","4","0.215492"
"task_0455","3.108","3_027","4","10","task_0414","3.67","3_017","3","0.213172"
"task_0456","3.109","3_028","1","1","task_0462","3.115","3_029","3","0.95111"
"task_0456","3.109","3_028","1","2","task_0458","3.111","3_028","3","0.885005"
"task_0456","3.109","3_028","1","3","task_0460","3.113","3_029","1","0.591434"
"task_0456","3.109","3_028","1","4","task_0371","3.24","3_006","4","0.234643"
"task_0456","3.109","3_028","1","5","task_0369","3.22","3_006","2","0.216784"
"task_0456","3.109","3_028","1","6","task_0476","3.129","3_033","1","0.205263"
"task_0456","3.109","3_028","1","7","task_0370","3.23","3_006","3","0.20279"
"task_0456","3.109","3_028","1","8","task_0561","3.217","3_054","1","0.195512"
"task_0456","3.109","3_028","1","9","task_0368","3.21","3_006","1","0.165279"
"task_0456","3.109","3_028","1","10","task_0478","3.131","3_033","3","0.164832"
"task_0457","3.110","3_028","2","1","task_0461","3.114","3_029","2","0.601151"
"task_0457","3.110","3_028","2","2","task_0459","3.112","3_028","4","0.36949"
"task_0457","3.110","3_028","2","3","task_0463","3.116","3_029","4","0.293421"
"task_0457","3.110","3_028","2","4","task_0487","3.140","3_035","4","0.247171"
"task_0457","3.110","3_028","2","5","task_0484","3.137","3_035","1","0.234048"
"task_0457","3.110","3_028","2","6","task_0485","3.138","3_035","2","0.224768"
"task_0457","3.110","3_028","2","7","task_0564","3.220","3_054","4","0.218957"
"task_0457","3.110","3_028","2","8","task_0486","3.139","3_035","3","0.218942"
"task_0457","3.110","3_028","2","9","task_0385","3.38","3_010","2","0.217385"
"task_0457","3.110","3_028","2","10","task_0552","3.205","3_051","4","0.215363"
"task_0458","3.111","3_028","3","1","task_0456","3.109","3_028","1","0.885005"
"task_0458","3.111","3_028","3","2","task_0462","3.115","3_029","3","0.883298"
"task_0458","3.111","3_028","3","3","task_0460","3.113","3_029","1","0.542894"
"task_0458","3.111","3_028","3","4","task_0371","3.24","3_006","4","0.24507"
"task_0458","3.111","3_028","3","5","task_0369","3.22","3_006","2","0.228856"
"task_0458","3.111","3_028","3","6","task_0370","3.23","3_006","3","0.210894"
"task_0458","3.111","3_028","3","7","task_0476","3.129","3_033","1","0.206606"
"task_0458","3.111","3_028","3","8","task_0561","3.217","3_054","1","0.196503"
"task_0458","3.111","3_028","3","9","task_0478","3.131","3_033","3","0.176866"
"task_0458","3.111","3_028","3","10","task_0480","3.133","3_034","1","0.159179"
"task_0459","3.112","3_028","4","1","task_0463","3.116","3_029","4","0.607141"
"task_0459","3.112","3_028","4","2","task_0461","3.114","3_029","2","0.40994"
"task_0459","3.112","3_028","4","3","task_0457","3.110","3_028","2","0.36949"
"task_0459","3.112","3_028","4","4","task_0452","3.105","3_027","1","0.278108"
"task_0459","3.112","3_028","4","5","task_0455","3.108","3_027","4","0.275006"
"task_0459","3.112","3_028","4","6","task_0454","3.107","3_027","3","0.274639"
"task_0459","3.112","3_028","4","7","task_0424","3.77","3_020","1","0.228571"
"task_0459","3.112","3_028","4","8","task_0453","3.106","3_027","2","0.215336"
"task_0459","3.112","3_028","4","9","task_0466","3.119","3_030","3","0.204588"
"task_0459","3.112","3_028","4","10","task_0464","3.117","3_030","1","0.202927"
"task_0460","3.113","3_029","1","1","task_0456","3.109","3_028","1","0.591434"
"task_0460","3.113","3_029","1","2","task_0462","3.115","3_029","3","0.590293"
"task_0460","3.113","3_029","1","3","task_0458","3.111","3_028","3","0.542894"
"task_0460","3.113","3_029","1","4","task_0368","3.21","3_006","1","0.231961"
"task_0460","3.113","3_029","1","5","task_0476","3.129","3_033","1","0.228662"
"task_0460","3.113","3_029","1","6","task_0371","3.24","3_006","4","0.203118"
"task_0460","3.113","3_029","1","7","task_0369","3.22","3_006","2","0.157178"
"task_0460","3.113","3_029","1","8","task_0478","3.131","3_033","3","0.148989"
"task_0460","3.113","3_029","1","9","task_0480","3.133","3_034","1","0.145028"
"task_0460","3.113","3_029","1","10","task_0482","3.135","3_034","3","0.144712"
"task_0461","3.114","3_029","2","1","task_0457","3.110","3_028","2","0.601151"
"task_0461","3.114","3_029","2","2","task_0459","3.112","3_028","4","0.40994"
"task_0461","3.114","3_029","2","3","task_0463","3.116","3_029","4","0.380318"
"task_0461","3.114","3_029","2","4","task_0485","3.138","3_035","2","0.195557"
"task_0461","3.114","3_029","2","5","task_0484","3.137","3_035","1","0.190397"
"task_0461","3.114","3_029","2","6","task_0486","3.139","3_035","3","0.182693"
"task_0461","3.114","3_029","2","7","task_0487","3.140","3_035","4","0.18049"
"task_0461","3.114","3_029","2","8","task_0564","3.220","3_054","4","0.176641"
